Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytext.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,test_textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,211,11,10,,,c_m_ra,Camera,new,camera,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.7904331000172533],['submit_text'],,,,,10,11,211,19,948.8361251000024,,,,,,,,948.8221316999989,948.8361251000024,948.8361251000024,948.8361251000024,0.004893300007097423,951.6140004000044,camera,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.7904331000172533],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,212,12,10,,,P_li_e,Police,old,police,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.028329799999483],['submit_text'],,,,,10,12,212,7,951.6279592000064,,,,,,,,951.6170277000056,951.6279592000064,951.6279592000064,951.6279592000064,0.002914800017606467,954.6470408999885,police,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.028329799999483],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,213,13,10,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.376000499993097],['submit_text'],,,,,10,13,213,4,954.6610030000156,,,,,,,,954.6524751000106,954.6610030000156,954.6610030000156,954.6610030000156,0.005293900001561269,957.030102299992,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.376000499993097],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,214,14,10,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.797131200000877],['submit_text'],,,,,10,14,214,2,957.0444149000105,,,,,,,,957.0335611999908,957.0444149000105,957.0444149000105,957.0444149000105,0.0033258000039495528,961.8326345999958,tshirt,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.797131200000877],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,215,15,10,,,P_st_r,Poster,old,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.7918859000201337],['submit_text'],,,,,10,15,215,9,961.8483666999964,,,,,,,,961.8366827999998,961.8483666999964,961.8483666999964,961.8483666999964,0.003895300003932789,964.630493100005,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.7918859000201337],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,216,16,10,,,_ho_e,Phone,old,choke,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.911442500015255],['submit_text'],,,,,10,16,216,12,964.6440625000105,,,,,,,,964.6346666000027,964.6440625000105,964.6440625000105,964.6440625000105,0.004022400011308491,968.5476845999947,choke,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.911442500015255],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,217,17,10,,,_ou_se,mouse,old,mouse,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.4942644000111613],['submit_text'],,,,,10,17,217,3,968.5605904000113,,,,,,,,968.5509124000091,968.5605904000113,968.5605904000113,968.5605904000113,0.003116799984127283,971.0468724000093,mouse,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.4942644000111613],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,218,18,10,,,_a_bl_,Marble,old,marble,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.3442023000097834],['submit_text'],,,,,10,18,218,11,971.0603686000104,,,,,,,,971.0504653000098,971.0603686000104,971.0603686000104,971.0603686000104,0.003446700022323057,974.3962232999911,marble,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.3442023000097834],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,219,19,10,,,c_s_,Case,old,case,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.161367299995618],['submit_text'],,,,,10,19,219,5,974.4100705000164,,,,,,,,974.3998670000001,974.4100705000164,974.4100705000164,974.4100705000164,0.0035472000017762184,976.5629065000103,case,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.161367299995618],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,220,0,11,,,l_pt_p,Laptop,old,laptop,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.860522700008005],['submit_text'],,,,,11,0,220,0,976.5766570999986,,,,,,,,976.5672618999961,976.5766570999986,976.5766570999986,976.5766570999986,0.004210299986880273,979.429952800012,laptop,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.860522700008005],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,221,1,11,,,v_s_,Vase,new,vase,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.910777200013399],['submit_text'],,,,,11,1,221,17,979.443168400001,,,,,,,,979.4328592999955,979.443168400001,979.443168400001,979.443168400001,0.0028030000103171915,982.3451038000057,vase,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.910777200013399],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,222,2,11,,,P_li_e,Police,old,police,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.7450734000012744],['submit_text'],,,,,11,2,222,7,982.3597978999896,,,,,,,,982.3483317999926,982.3597978999896,982.3597978999896,982.3597978999896,0.0031285999866668135,985.0952566000051,police,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.7450734000012744],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,223,3,11,,,K_y_,Keys,old,keys,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.579014899994945],['submit_text'],,,,,11,3,223,8,985.1095398000034,,,,,,,,985.0983294000034,985.1095398000034,985.1095398000034,985.1095398000034,0.002966000000014901,987.6789093000116,keys,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.579014899994945],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,224,4,11,,,c_s_io_,Cushion,old,cushion,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.712100600008853],['submit_text'],,,,,11,4,224,14,987.6928125999984,,,,,,,,987.681834899995,987.6928125999984,987.6928125999984,987.6928125999984,0.0028138000052422285,990.3957571999927,cushion,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.712100600008853],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,225,5,11,,,_a_bl_,Marble,old,marble,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.9283612999715842],['submit_text'],,,,,11,5,225,11,990.4092884999991,,,,,,,,990.3989647999988,990.4092884999991,990.4092884999991,990.4092884999991,0.0030846000008750707,993.3287830000045,marble,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.9283612999715842],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,226,6,11,,,c_s_,Case,old,case,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.195894500007853],['submit_text'],,,,,11,6,226,5,993.3426813000115,,,,,,,,993.3314983000164,993.3426813000115,993.3426813000115,993.3426813000115,0.002599200000986457,995.5292733999959,case,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.195894500007853],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,227,7,11,,,ta_l_,Table,new,table,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.559778999973787],['submit_text'],,,,,11,7,227,15,995.5447959000012,,,,,,,,995.5338104999973,995.5447959000012,995.5447959000012,995.5447959000012,0.004415899980813265,998.0952950000064,table,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.559778999973787],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,228,8,11,,,p_nc_l,Pencil,new,pencil,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.861815499985823],['submit_text'],,,,,11,8,228,16,998.1089582999994,,,,,,,,998.0983400999976,998.1089582999994,998.1089582999994,998.1089582999994,0.0028873000119347125,1002.9616341000074,pencil,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.861815499985823],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,229,9,11,,,_ou_se,mouse,old,mouse,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.562790700001642],['submit_text'],,,,,11,9,229,3,1002.9754665000073,,,,,,,,1002.9645853000111,1002.9754665000073,1002.9754665000073,1002.9754665000073,0.0028442000038921833,1005.5293445000134,mouse,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.562790700001642],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,230,10,11,,,P_st_r,Poster,old,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.344097099994542],['submit_text'],,,,,11,10,230,9,1005.5418589999899,,,,,,,,1005.5332707999914,1005.5418589999899,1005.5418589999899,1005.5418589999899,0.00374700000975281,1007.879451899993,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.344097099994542],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,231,11,11,,,_oo_,Book,old,book,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.877389100001892],['submit_text'],,,,,11,11,231,13,1007.8921447999892,,,,,,,,1007.8825454000034,1007.8921447999892,1007.8921447999892,1007.8921447999892,0.002974000002723187,1012.7615850000002,book,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.877389100001892],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,232,12,11,,,_ru_is_,Cruise,old,cruise,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.394887800008291],['submit_text'],,,,,11,12,232,6,1012.7752548000135,,,,,,,,1012.7646050000039,1012.7752548000135,1012.7752548000135,1012.7752548000135,0.002904099994339049,1017.161073299998,cruise,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.394887800008291],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,233,13,11,,,_ha_t,Chart,old,chart,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.062377900001593],['submit_text'],,,,,11,13,233,1,1017.1748039000086,,,,,,,,1017.1646036000166,1017.1748039000086,1017.1748039000086,1017.1748039000086,0.003407900017919019,1020.2286817000131,chart,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.062377900001593],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,234,14,11,,,_o_rd,Board,old,hoard,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.960509500000626],['submit_text'],,,,,11,14,234,10,1020.2414733000041,,,,,,,,1020.232204400003,1020.2414733000041,1020.2414733000041,1020.2414733000041,0.0033953000092878938,1023.1947521000111,hoard,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.960509500000626],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,235,15,11,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.8774428000033367],['submit_text'],,,,,11,15,235,2,1023.2080666999973,,,,,,,,1023.1983185000136,1023.2080666999973,1023.2080666999973,1023.2080666999973,0.0034278999955859035,1027.0775630999997,tshirt,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.8774428000033367],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,236,16,11,,,c_m_ra,Camera,new,camera,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.178702000004705],['submit_text'],,,,,11,16,236,19,1027.0914694000094,,,,,,,,1027.0807140000106,1027.0914694000094,1027.0914694000094,1027.0914694000094,0.0030214999860618263,1030.2618449000001,camera,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.178702000004705],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,237,17,11,,,bo_t_e,Bottle,new,bottle,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.8430477999791037],['submit_text'],,,,,11,17,237,18,1030.278170000005,,,,,,,,1030.2667875000043,1030.278170000005,1030.278170000005,1030.278170000005,0.00472640001680702,1033.1116508000123,bottle,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.8430477999791037],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,238,18,11,,,_ho_e,Phone,old,choke,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.0916726000141352],['submit_text'],,,,,11,18,238,12,1033.1262237000046,,,,,,,,1033.1164085000055,1033.1262237000046,1033.1262237000046,1033.1262237000046,0.004644000000553206,1036.2100028000132,choke,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.0916726000141352],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,239,19,11,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.829409099998884],['submit_text'],,,,,11,19,239,4,1036.2254579,,,,,,,,1036.2147239999904,1036.2254579,1036.2254579,1036.2254579,0.00456190001568757,1040.047212800011,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.829409099998884],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,240,0,12,,,_oo_,Book,old,book,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.58977180000511],['submit_text'],,,,,12,0,240,13,1040.0622318999958,,,,,,,,1040.0517235000152,1040.0622318999958,1040.0622318999958,1040.0622318999958,0.004313699988415465,1042.6432294000115,book,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.58977180000511],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,241,1,12,,,P_li_e,Police,old,police,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.9447843999951147],['submit_text'],,,,,12,1,241,7,1042.6568960000004,,,,,,,,1042.6465670999896,1042.6568960000004,1042.6568960000004,1042.6568960000004,0.0031691000040154904,1045.5930184999888,police,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.9447843999951147],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,242,2,12,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.6610041999956593],['submit_text'],,,,,12,2,242,4,1045.6066058000142,,,,,,,,1045.5962986999948,1045.6066058000142,1045.6066058000142,1045.6066058000142,0.003141900000628084,1048.2590710000077,pastry,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.6610041999956593],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,243,3,12,,,v_s_,Vase,new,vase,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.4784206000040285],['submit_text'],,,,,12,3,243,17,1048.2732012000051,,,,,,,,1048.2626487000089,1048.2732012000051,1048.2732012000051,1048.2732012000051,0.003420699998969212,1050.7437931000022,vase,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.4784206000040285],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,244,4,12,,,_ru_is_,Cruise,old,cruise,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[6.875673699978506],['submit_text'],,,,,12,4,244,6,1050.7582981000014,,,,,,,,1050.7486323000048,1050.7582981000014,1050.7582981000014,1050.7582981000014,0.004636900004697964,1057.626335500012,cruise,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[6.875673699978506],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,245,5,12,,,ta_l_,Table,new,table,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.344071900006384],['submit_text'],,,,,12,5,245,15,1057.639895100001,,,,,,,,1057.6298562000156,1057.639895100001,1057.639895100001,1057.639895100001,0.003375700005562976,1061.9756201000127,table,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.344071900006384],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,246,6,12,,,c_m_ra,Camera,new,camera,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.296160300000338],['submit_text'],,,,,12,6,246,19,1061.989313099999,,,,,,,,1061.9789665999997,1061.989313099999,1061.989313099999,1061.989313099999,0.003220099984901026,1065.2775854000065,camera,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.296160300000338],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,247,7,12,,,p_nc_l,Pencil,new,pencil,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.041552899987437],['submit_text'],,,,,12,7,247,16,1065.2925618000154,,,,,,,,1065.2825612000015,1065.2925618000154,1065.2925618000154,1065.2925618000154,0.004785700002685189,1068.3261071000015,pencil,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.041552899987437],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,248,8,12,,,bo_t_e,Bottle,new,bottle,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.6765158000052907],['submit_text'],,,,,12,8,248,18,1068.3390441999945,,,,,,,,1068.3298624000163,1068.3390441999945,1068.3390441999945,1068.3390441999945,0.0036001999978907406,1071.0082387000148,bottle,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[2.6765158000052907],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,249,9,12,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.8945517000101972],['submit_text'],,,,,12,9,249,2,1071.0220170000102,,,,,,,,1071.012115599995,1071.0220170000102,1071.0220170000102,1071.0220170000102,0.003709299984620884,1074.9082811000117,tshirt,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.8945517000101972],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,250,10,12,,,_o_rd,Board,old,hoard,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.028083300014259],['submit_text'],,,,,12,10,250,10,1074.9219939000031,,,,,,,,1074.9112703000137,1074.9219939000031,1074.9219939000031,1074.9219939000031,0.002867200004402548,1078.941300400009,hoard,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[4.028083300014259],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,251,11,12,,,_ou_se,mouse,old,mouse,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.0443171999941114],['submit_text'],,,,,12,11,251,3,1078.9551635000098,,,,,,,,1078.9449931000127,1078.9551635000098,1078.9551635000098,1078.9551635000098,0.0035325999779161066,1081.991140500002,mouse,[np.float64(0.01)],[np.float64(-0.3016666666666667)],[1],[0],[0],[3.0443171999941114],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
